68,0,255
0,64,254
0,197,255
1,255,255
0,254,191
0,255,137
174,254,0
255,215,1
253,248,0
243,244,0
255,1,0
255,70,1
0,223,0
105,242,0
255,134,0
255,122,0
255,115,0
255,90,0
0,255,59
0,255,119
166,241,100
255,0,148
255,1,255
233,88,255
0,211,255
126,234,254
185,201,255
142,39,222
153,23,204
199,69,254
